cause_icd10,n_male,n_female,n_persons,crude_rate_male,crude_rate_female,crude_rate_persons,asr_male,asr_female,asr_persons,ypll_male,ypll_female,ypll_persons,state,state_abbr,year,icd10_code,cause_name,is_chapter,is_total
Other disturbances of cerebral status of newborn (P91),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P91,Other disturbances of cerebral status of newborn,FALSE,FALSE
Feeding problems of newborn (P92),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P92,Feeding problems of newborn,FALSE,FALSE
Reactions and intoxications due to drugs administered to fetus and newborn (P93),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P93,Reactions and intoxications due to drugs administered to fetus and newborn,FALSE,FALSE
Disorders of muscle tone of newborn (P94),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P94,Disorders of muscle tone of newborn,FALSE,FALSE
Fetal death of unspecified cause (P95),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P95,Fetal death of unspecified cause,FALSE,FALSE
Other conditions originating in the perinatal period (P96),4,0,1,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,P96,Other conditions originating in the perinatal period,FALSE,FALSE
"CHAPTER XVII Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",6,4,9,2.6,NA,1.9,NA,NA,NA,np,np,197,Australian Capital Territory,ACT,2024,Q00-Q99,"CHAPTER XVII Congenital malformations, deformations and chromosomal abnormalities",TRUE,FALSE
Congenital malformations of the nervous system (Q00-Q07),4,0,3,NA,NA,NA,NA,NA,NA,np,—,np,Australian Capital Territory,ACT,2024,Q00-Q07,Congenital malformations of the nervous system,FALSE,FALSE
Anencephaly and similar malformations (Q00),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q00,Anencephaly and similar malformations,FALSE,FALSE
Encephalocele (Q01),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q01,Encephalocele,FALSE,FALSE
Microcephaly (Q02),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q02,Microcephaly,FALSE,FALSE
Congenital hydrocephalus (Q03),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q03,Congenital hydrocephalus,FALSE,FALSE
Other congenital malformations of brain (Q04),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q04,Other congenital malformations of brain,FALSE,FALSE
Spina bifida (Q05),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q05,Spina bifida,FALSE,FALSE
Other congenital malformations of spinal cord (Q06),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q06,Other congenital malformations of spinal cord,FALSE,FALSE
Other congenital malformations of nervous system (Q07),3,0,3,NA,NA,NA,NA,NA,NA,np,—,np,Australian Capital Territory,ACT,2024,Q07,Other congenital malformations of nervous system,FALSE,FALSE
"Congenital malformations of eye, ear, face and neck (Q10-Q18)",0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q10-Q18,"Congenital malformations of eye, ear, face and neck",FALSE,FALSE
"Congenital malformations of eyelid, lacrimal apparatus and orbit (Q10)",0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q10,"Congenital malformations of eyelid, lacrimal apparatus and orbit",FALSE,FALSE
"Anophthalmos, microphthalmos and macrophthalmos (Q11)",0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q11,"Anophthalmos, microphthalmos and macrophthalmos",FALSE,FALSE
Congenital lens malformations (Q12),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q12,Congenital lens malformations,FALSE,FALSE
Congenital malformations of anterior segment of eye (Q13),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q13,Congenital malformations of anterior segment of eye,FALSE,FALSE
Congenital malformations of posterior segment of eye (Q14),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q14,Congenital malformations of posterior segment of eye,FALSE,FALSE
Other congenital malformations of eye (Q15),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q15,Other congenital malformations of eye,FALSE,FALSE
Congenital malformations of ear causing impairment of hearing (Q16),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q16,Congenital malformations of ear causing impairment of hearing,FALSE,FALSE
Other congenital malformations of ear (Q17),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q17,Other congenital malformations of ear,FALSE,FALSE
Other congenital malformations of face and neck (Q18),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q18,Other congenital malformations of face and neck,FALSE,FALSE
Congenital malformations of the circulatory system (Q20-Q28),4,3,2,NA,NA,NA,NA,NA,NA,np,np,np,Australian Capital Territory,ACT,2024,Q20-Q28,Congenital malformations of the circulatory system,FALSE,FALSE
Congenital malformations of cardiac chambers and connections (Q20),2,0,2,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q20,Congenital malformations of cardiac chambers and connections,FALSE,FALSE
Congenital malformations of cardiac septa (Q21),0,4,3,NA,NA,NA,NA,NA,NA,—,np,np,Australian Capital Territory,ACT,2024,Q21,Congenital malformations of cardiac septa,FALSE,FALSE
Congenital malformations of pulmonary and tricuspid valves (Q22),1,0,3,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q22,Congenital malformations of pulmonary and tricuspid valves,FALSE,FALSE
Congenital malformations of aortic and mitral valves (Q23),1,0,2,NA,NA,NA,NA,NA,NA,np,—,np,Australian Capital Territory,ACT,2024,Q23,Congenital malformations of aortic and mitral valves,FALSE,FALSE
Other congenital malformations of heart (Q24),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q24,Other congenital malformations of heart,FALSE,FALSE
Congenital malformations of great arteries (Q25),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q25,Congenital malformations of great arteries,FALSE,FALSE
Congenital malformations of great veins (Q26),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q26,Congenital malformations of great veins,FALSE,FALSE
Other congenital malformations of peripheral vascular system (Q27),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q27,Other congenital malformations of peripheral vascular system,FALSE,FALSE
Other congenital malformations of circulatory system (Q28),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q28,Other congenital malformations of circulatory system,FALSE,FALSE
Congenital malformations of the respiratory system (Q30-Q34),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q30-Q34,Congenital malformations of the respiratory system,FALSE,FALSE
Congenital malformations of nose (Q30),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q30,Congenital malformations of nose,FALSE,FALSE
Congenital malformations of larynx (Q31),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q31,Congenital malformations of larynx,FALSE,FALSE
Congenital malformations of trachea and bronchus (Q32),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q32,Congenital malformations of trachea and bronchus,FALSE,FALSE
Congenital malformations of lung (Q33),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q33,Congenital malformations of lung,FALSE,FALSE
Other congenital malformations of respiratory system (Q34),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q34,Other congenital malformations of respiratory system,FALSE,FALSE
Cleft lip and cleft palate (Q35-Q37),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q35-Q37,Cleft lip and cleft palate,FALSE,FALSE
Cleft palate (Q35),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q35,Cleft palate,FALSE,FALSE
Cleft lip (Q36),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q36,Cleft lip,FALSE,FALSE
Cleft palate with cleft lip (Q37),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q37,Cleft palate with cleft lip,FALSE,FALSE
Other congenital malformations of the digestive system (Q38-Q45),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q38-Q45,Other congenital malformations of the digestive system,FALSE,FALSE
"Other congenital malformations of tongue, mouth and pharynx (Q38)",0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q38,"Other congenital malformations of tongue, mouth and pharynx",FALSE,FALSE
Congenital malformations of oesophagus (Q39),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q39,Congenital malformations of oesophagus,FALSE,FALSE
Other congenital malformations of upper alimentary tract (Q40),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q40,Other congenital malformations of upper alimentary tract,FALSE,FALSE
"Congenital absence, atresia and stenosis of small intestine (Q41)",0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q41,"Congenital absence, atresia and stenosis of small intestine",FALSE,FALSE
"Congenital absence, atresia and stenosis of large intestine (Q42)",0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q42,"Congenital absence, atresia and stenosis of large intestine",FALSE,FALSE
Other congenital malformations of intestine (Q43),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q43,Other congenital malformations of intestine,FALSE,FALSE
"Congenital malformations of gallbladder, bile ducts and liver (Q44)",0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q44,"Congenital malformations of gallbladder, bile ducts and liver",FALSE,FALSE
Other congenital malformations of digestive system (Q45),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q45,Other congenital malformations of digestive system,FALSE,FALSE
Congenital malformations of genital organs (Q50-Q56),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q50-Q56,Congenital malformations of genital organs,FALSE,FALSE
"Congenital malformations of ovaries, fallopian tubes and broad ligaments (Q50)",0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q50,"Congenital malformations of ovaries, fallopian tubes and broad ligaments",FALSE,FALSE
Congenital malformations of uterus and cervix (Q51),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q51,Congenital malformations of uterus and cervix,FALSE,FALSE
Other congenital malformations of female genitalia (Q52),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q52,Other congenital malformations of female genitalia,FALSE,FALSE
Undescended testicle (Q53),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q53,Undescended testicle,FALSE,FALSE
Hypospadias (Q54),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q54,Hypospadias,FALSE,FALSE
Other congenital malformations of male genital organs (Q55),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q55,Other congenital malformations of male genital organs,FALSE,FALSE
Indeterminate sex and pseudohermaphroditism (Q56),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q56,Indeterminate sex and pseudohermaphroditism,FALSE,FALSE
Congenital malformations of the urinary system (Q60-Q64),0,4,2,NA,NA,NA,NA,NA,NA,—,np,np,Australian Capital Territory,ACT,2024,Q60-Q64,Congenital malformations of the urinary system,FALSE,FALSE
Renal agenesis and other reduction defects of kidney (Q60),0,2,4,NA,NA,NA,NA,NA,NA,—,np,np,Australian Capital Territory,ACT,2024,Q60,Renal agenesis and other reduction defects of kidney,FALSE,FALSE
Cystic kidney disease (Q61),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q61,Cystic kidney disease,FALSE,FALSE
Congenital obstructive defects of renal pelvis and congenital malformations of ureter (Q62),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q62,Congenital obstructive defects of renal pelvis and congenital malformations of ureter,FALSE,FALSE
Other congenital malformations of kidney (Q63),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q63,Other congenital malformations of kidney,FALSE,FALSE
Other congenital malformations of urinary system (Q64),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q64,Other congenital malformations of urinary system,FALSE,FALSE
Congenital malformations and deformations of the musculoskeletal system (Q65-Q79),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q65-Q79,Congenital malformations and deformations of the musculoskeletal system,FALSE,FALSE
Congenital deformities of hip (Q65),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q65,Congenital deformities of hip,FALSE,FALSE
Congenital deformities of feet (Q66),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q66,Congenital deformities of feet,FALSE,FALSE
"Congenital musculoskeletal deformities of head, face, spine and chest (Q67)",0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q67,"Congenital musculoskeletal deformities of head, face, spine and chest",FALSE,FALSE
Other congenital musculoskeletal deformities (Q68),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q68,Other congenital musculoskeletal deformities,FALSE,FALSE
Polydactyly (Q69),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q69,Polydactyly,FALSE,FALSE
Syndactyly (Q70),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q70,Syndactyly,FALSE,FALSE
Reduction defects of upper limb (Q71),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q71,Reduction defects of upper limb,FALSE,FALSE
Reduction defects of lower limb (Q72),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q72,Reduction defects of lower limb,FALSE,FALSE
Reduction defects of unspecified limb (Q73),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q73,Reduction defects of unspecified limb,FALSE,FALSE
Other congenital malformations of limb(s) (Q74),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q74,Other congenital malformations of limb,FALSE,FALSE
Other congenital malformations of skull and face bones (Q75),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q75,Other congenital malformations of skull and face bones,FALSE,FALSE
Congenital malformations of spine and bony thorax (Q76),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q76,Congenital malformations of spine and bony thorax,FALSE,FALSE
Osteochondrodysplasia with defects of growth of tubular bones and spine (Q77),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q77,Osteochondrodysplasia with defects of growth of tubular bones and spine,FALSE,FALSE
Other osteochondrodysplasias (Q78),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q78,Other osteochondrodysplasias,FALSE,FALSE
"Congenital malformations of the musculoskeletal system, not elsewhere classified (Q79)",0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q79,"Congenital malformations of the musculoskeletal system, not elsewhere classified",FALSE,FALSE
Other congenital malformations (Q80-Q89),3,0,3,NA,NA,NA,NA,NA,NA,np,—,np,Australian Capital Territory,ACT,2024,Q80-Q89,Other congenital malformations,FALSE,FALSE
Congenital ichthyosis (Q80),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q80,Congenital ichthyosis,FALSE,FALSE
Epidermolysis bullosa (Q81),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q81,Epidermolysis bullosa,FALSE,FALSE
Other congenital malformations of skin (Q82),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q82,Other congenital malformations of skin,FALSE,FALSE
Congenital malformations of breast (Q83),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q83,Congenital malformations of breast,FALSE,FALSE
Other congenital malformations of integument (Q84),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q84,Other congenital malformations of integument,FALSE,FALSE
"Phakomatoses, not elsewhere classified (Q85)",2,0,2,NA,NA,NA,NA,NA,NA,np,—,np,Australian Capital Territory,ACT,2024,Q85,"Phakomatoses, not elsewhere classified",FALSE,FALSE
"Congenital malformation syndromes due to known exogenous causes, not elsewhere classified (Q86)",0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q86,"Congenital malformation syndromes due to known exogenous causes, not elsewhere classified",FALSE,FALSE
Other specified congenital malformation syndromes affecting multiple systems (Q87),0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q87,Other specified congenital malformation syndromes affecting multiple systems,FALSE,FALSE
"Other congenital malformations, not elsewhere classified (Q89)",0,0,0,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q89,"Other congenital malformations, not elsewhere classified",FALSE,FALSE
"Chromosomal abnormalities, not elsewhere classified (Q90-Q99)",3,3,2,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q90-Q99,"Chromosomal abnormalities, not elsewhere classified",FALSE,FALSE
Down syndrome (Q90),0,1,1,NA,NA,NA,NA,NA,NA,—,—,—,Australian Capital Territory,ACT,2024,Q90,Down syndrome,FALSE,FALSE
