cause_icd10,unit,underlying_male,underlying_female,underlying_persons,multiple_male,multiple_female,multiple_persons,extra_1,icd10_code,cause_name,is_chapter,is_total,ratio_persons,ratio_male,ratio_female
Contact with other and unspecified heat and hot substances (X19),no.,2,0,2,4,0,4,2,X19,Contact with other and unspecified heat and hot substances,FALSE,FALSE,2,2,NA
Contact with venomous animals and plants (X20-X29),no.,5,5,10,5,5,10,1,X20-X29,Contact with venomous animals and plants,FALSE,FALSE,1,1,1
Contact with venomous snakes and lizards (X20),no.,3,2,5,3,2,5,1,X20,Contact with venomous snakes and lizards,FALSE,FALSE,1,1,1
Contact with venomous spiders (X21),no.,0,0,0,0,0,0,—,X21,Contact with venomous spiders,FALSE,FALSE,NA,NA,NA
Contact with scorpions (X22),no.,0,0,0,0,0,0,—,X22,Contact with scorpions,FALSE,FALSE,NA,NA,NA
"Contact with hornets, wasps and bees (X23)",no.,2,1,3,2,1,3,1,X23,"Contact with hornets, wasps and bees",FALSE,FALSE,1,1,1
Contact with centipedes and venomous millipedes (tropical) (X24),no.,0,0,0,0,0,0,—,X24,Contact with centipedes and venomous millipedes,FALSE,FALSE,NA,NA,NA
Contact with other specified venomous arthropods (X25),no.,0,2,2,0,2,2,1,X25,Contact with other specified venomous arthropods,FALSE,FALSE,1,NA,1
Contact with venomous marine animals and plants (X26),no.,0,0,0,0,0,0,—,X26,Contact with venomous marine animals and plants,FALSE,FALSE,NA,NA,NA
Contact with other specified venomous animals (X27),no.,0,0,0,0,0,0,—,X27,Contact with other specified venomous animals,FALSE,FALSE,NA,NA,NA
Contact with other specified venomous plants (X28),no.,0,0,0,0,0,0,—,X28,Contact with other specified venomous plants,FALSE,FALSE,NA,NA,NA
Contact with unspecified venomous animal or plant (X29),no.,0,0,0,0,0,0,—,X29,Contact with unspecified venomous animal or plant,FALSE,FALSE,NA,NA,NA
Exposure to forces of nature (X30-X39),no.,39,20,59,55,27,82,1.4,X30-X39,Exposure to forces of nature,FALSE,FALSE,1.3898305084745763,1.4102564102564104,1.35
Exposure to excessive natural heat (X30),no.,16,8,24,22,11,33,1.4,X30,Exposure to excessive natural heat,FALSE,FALSE,1.375,1.375,1.375
Exposure to excessive natural cold (X31),no.,17,8,25,25,9,34,1.4,X31,Exposure to excessive natural cold,FALSE,FALSE,1.36,1.4705882352941178,1.125
Exposure to sunlight (X32),no.,0,0,0,0,0,0,—,X32,Exposure to sunlight,FALSE,FALSE,NA,NA,NA
Victim of lightning (X33),no.,0,1,1,0,1,1,1,X33,Victim of lightning,FALSE,FALSE,1,NA,1
Victim of earthquake (X34),no.,0,0,0,0,0,0,—,X34,Victim of earthquake,FALSE,FALSE,NA,NA,NA
Victim of volcanic eruption (X35),no.,0,0,0,0,0,0,—,X35,Victim of volcanic eruption,FALSE,FALSE,NA,NA,NA
"Victim of avalanche, landslide and other earth movements (X36)",no.,1,1,2,1,1,2,1,X36,"Victim of avalanche, landslide and other earth movements",FALSE,FALSE,1,1,1
Victim of cataclysmic storm (X37),no.,2,2,4,4,4,8,2,X37,Victim of cataclysmic storm,FALSE,FALSE,2,2,2
Victim of flood (X38),no.,1,0,1,1,1,2,2,X38,Victim of flood,FALSE,FALSE,2,1,NA
Exposure to other and unspecified forces of nature (X39),no.,2,0,2,2,0,2,1,X39,Exposure to other and unspecified forces of nature,FALSE,FALSE,1,1,NA
Accidental poisoning by and exposure to noxious substances (X40-X49),no.,1088,446,1534,1255,514,1769,1.2,X40-X49,Accidental poisoning by and exposure to noxious substances,FALSE,FALSE,1.1531942633637549,1.1534926470588236,1.1524663677130045
"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics (X40)",no.,5,6,11,8,7,15,1.4,X40,"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",FALSE,FALSE,1.3636363636363635,1.6,1.1666666666666667
"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified (X41)",no.,236,94,330,264,101,365,1.1000000000000001,X41,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",FALSE,FALSE,1.106060606060606,1.11864406779661,1.074468085106383
"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified (X42)",no.,193,46,239,203,49,252,1.1000000000000001,X42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE,FALSE,1.0543933054393306,1.0518134715025906,1.065217391304348
Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system (X43),no.,1,1,2,1,2,3,1.5,X43,Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system,FALSE,FALSE,1.5,1,2
"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances (X44)",no.,543,252,795,558,260,818,1,X44,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE,FALSE,1.0289308176100629,1.0276243093922652,1.0317460317460319
Accidental poisoning by and exposure to alcohol (X45),no.,99,43,142,210,90,300,2.1,X45,Accidental poisoning by and exposure to alcohol,FALSE,FALSE,2.112676056338028,2.121212121212121,2.0930232558139537
Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours (X46),no.,2,0,2,2,0,2,1,X46,Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,FALSE,FALSE,1,1,NA
Accidental poisoning by and exposure to other gases and vapours (X47),no.,8,2,10,8,2,10,1,X47,Accidental poisoning by and exposure to other gases and vapours,FALSE,FALSE,1,1,1
Accidental poisoning by and exposure to pesticides (X48),no.,0,0,0,0,0,0,—,X48,Accidental poisoning by and exposure to pesticides,FALSE,FALSE,NA,NA,NA
Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances (X49),no.,1,2,3,1,3,4,1.3,X49,Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,FALSE,FALSE,1.3333333333333333,1,1.5
"Overexertion, travel and privation (X50-X57)",no.,2,0,2,7,1,8,4,X50-X57,"Overexertion, travel and privation",FALSE,FALSE,4,3.5,NA
Overexertion and strenuous or repetitive movements (X50),no.,1,0,1,5,1,6,6,X50,Overexertion and strenuous or repetitive movements,FALSE,FALSE,6,5,NA
Travel and motion (X51),no.,0,0,0,0,0,0,—,X51,Travel and motion,FALSE,FALSE,NA,NA,NA
Prolonged stay in weightless environment (X52),no.,0,0,0,0,0,0,—,X52,Prolonged stay in weightless environment,FALSE,FALSE,NA,NA,NA
Lack of food (X53),no.,1,0,1,2,0,2,2,X53,Lack of food,FALSE,FALSE,2,2,NA
Lack of water (X54),no.,0,0,0,0,0,0,—,X54,Lack of water,FALSE,FALSE,NA,NA,NA
Unspecified privation (X57),no.,0,0,0,0,0,0,—,X57,Unspecified privation,FALSE,FALSE,NA,NA,NA
Accidental exposure to other and unspecified factors (X58-X59),no.,536,624,1160,1053,1239,2292,2,X58-X59,Accidental exposure to other and unspecified factors,FALSE,FALSE,1.9758620689655173,1.9645522388059702,1.9855769230769231
Exposure to other specified factors (X58),no.,2,2,4,2,2,4,1,X58,Exposure to other specified factors,FALSE,FALSE,1,1,1
Exposure to unspecified factor (X59),no.,534,622,1156,1051,1237,2288,2,X59,Exposure to unspecified factor,FALSE,FALSE,1.9792387543252594,1.9681647940074907,1.9887459807073955
Other external causes of mortality (X60-Y36),no.,2949,967,3916,3275,1158,4433,1.1000000000000001,X60-Y36,Other external causes of mortality,FALSE,FALSE,1.1320224719101124,1.1105459477789081,1.1975180972078594
Intentional self-harm (X60-X84),no.,2527,778,3305,2660,848,3508,1.1000000000000001,X60-X84,Intentional self-harm,FALSE,FALSE,1.0614220877458396,1.0526315789473684,1.0899742930591259
"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics (X60)",no.,8,3,11,10,4,14,1.3,X60,"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",FALSE,FALSE,1.2727272727272727,1.25,1.3333333333333333
"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified (X61)",no.,45,39,84,49,45,94,1.1000000000000001,X61,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",FALSE,FALSE,1.119047619047619,1.0888888888888888,1.1538461538461537
"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified (X62)",no.,24,9,33,27,10,37,1.1000000000000001,X62,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE,FALSE,1.121212121212121,1.125,1.1111111111111112
Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system (X63),no.,2,4,6,2,4,6,1,X63,Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system,FALSE,FALSE,1,1,1
"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances (X64)",no.,130,138,268,138,145,283,1.1000000000000001,X64,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE,FALSE,1.0559701492537314,1.0615384615384615,1.0507246376811594
Intentional self-poisoning by and exposure to alcohol (X65),no.,3,6,9,39,43,82,9.1,X65,Intentional self-poisoning by and exposure to alcohol,FALSE,FALSE,9.11111111111111,13,7.166666666666667
Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours (X66),no.,4,0,4,4,0,4,1,X66,Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,FALSE,FALSE,1,1,NA
Intentional self-poisoning by and exposure to other gases and vapours (X67),no.,95,15,110,155,24,179,1.6,X67,Intentional self-poisoning by and exposure to other gases and vapours,FALSE,FALSE,1.6272727272727272,1.631578947368421,1.6
Intentional self-poisoning by and exposure to pesticides (X68),no.,11,4,15,11,4,15,1,X68,Intentional self-poisoning by and exposure to pesticides,FALSE,FALSE,1,1,1
Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances (X69),no.,10,3,13,11,3,14,1.1000000000000001,X69,Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances,FALSE,FALSE,1.0769230769230769,1.1,1
"Intentional self-harm by hanging, strangulation and suffocation (X70)",no.,1535,395,1930,1540,397,1937,1,X70,"Intentional self-harm by hanging, strangulation and suffocation",FALSE,FALSE,1.0036269430051814,1.003257328990228,1.0050632911392405
Intentional self-harm by drowning and submersion (X71),no.,35,21,56,37,26,63,1.1000000000000001,X71,Intentional self-harm by drowning and submersion,FALSE,FALSE,1.125,1.0571428571428572,1.2380952380952381
Intentional self-harm by handgun discharge (X72),no.,19,2,21,19,2,21,1,X72,Intentional self-harm by handgun discharge,FALSE,FALSE,1,1,1
"Intentional self-harm by rifle, shotgun and larger firearm discharge (X73)",no.,112,2,114,112,2,114,1,X73,"Intentional self-harm by rifle, shotgun and larger firearm discharge",FALSE,FALSE,1,1,1
Intentional self-harm by other and unspecified firearm discharge (X74),no.,27,0,27,28,0,28,1,X74,Intentional self-harm by other and unspecified firearm discharge,FALSE,FALSE,1.037037037037037,1.037037037037037,NA
Intentional self-harm by explosive material (X75),no.,5,0,5,5,0,5,1,X75,Intentional self-harm by explosive material,FALSE,FALSE,1,1,NA
"Intentional self-harm by smoke, fire and flames (X76)",no.,33,9,42,33,9,42,1,X76,"Intentional self-harm by smoke, fire and flames",FALSE,FALSE,1,1,1
"Intentional self-harm by steam, hot vapours and hot objects (X77)",no.,0,0,0,0,0,0,—,X77,"Intentional self-harm by steam, hot vapours and hot objects",FALSE,FALSE,NA,NA,NA
Intentional self-harm by sharp object (X78),no.,103,23,126,109,23,132,1,X78,Intentional self-harm by sharp object,FALSE,FALSE,1.0476190476190477,1.058252427184466,1
Intentional self-harm by blunt object (X79),no.,0,0,0,0,0,0,—,X79,Intentional self-harm by blunt object,FALSE,FALSE,NA,NA,NA
Intentional self-harm by jumping from a high place (X80),no.,138,39,177,140,39,179,1,X80,Intentional self-harm by jumping from a high place,FALSE,FALSE,1.0112994350282485,1.0144927536231885,1
Intentional self-harm by jumping or lying before moving object (X81),no.,68,23,91,68,23,91,1,X81,Intentional self-harm by jumping or lying before moving object,FALSE,FALSE,1,1,1
Intentional self-harm by crashing of motor vehicle (X82),no.,43,8,51,44,8,52,1,X82,Intentional self-harm by crashing of motor vehicle,FALSE,FALSE,1.0196078431372548,1.0232558139534884,1
Intentional self-harm by other specified means (X83),no.,7,2,9,8,4,12,1.3,X83,Intentional self-harm by other specified means,FALSE,FALSE,1.3333333333333333,1.1428571428571428,2
Intentional self-harm by unspecified means (X84),no.,70,33,103,71,33,104,1,X84,Intentional self-harm by unspecified means,FALSE,FALSE,1.0097087378640777,1.0142857142857142,1
Assault (X85-Y09),no.,167,100,267,345,214,559,2.1,X85-Y09,Assault,FALSE,FALSE,2.093632958801498,2.065868263473054,2.14
"Assault by drugs, medicaments and biological substances (X85)",no.,1,0,1,1,1,2,2,X85,"Assault by drugs, medicaments and biological substances",FALSE,FALSE,2,1,NA
Assault by corrosive substance (X86),no.,0,0,0,0,0,0,—,X86,Assault by corrosive substance,FALSE,FALSE,NA,NA,NA
Assault by pesticides (X87),no.,0,0,0,0,0,0,—,X87,Assault by pesticides,FALSE,FALSE,NA,NA,NA
Assault by gases and vapours (X88),no.,1,0,1,1,0,1,1,X88,Assault by gases and vapours,FALSE,FALSE,1,1,NA
Assault by other specified chemicals and noxious substances (X89),no.,0,0,0,0,0,0,—,X89,Assault by other specified chemicals and noxious substances,FALSE,FALSE,NA,NA,NA
Assault by unspecified chemical or noxious substance (X90),no.,0,0,0,0,0,0,—,X90,Assault by unspecified chemical or noxious substance,FALSE,FALSE,NA,NA,NA
"Assault by hanging, strangulation and suffocation (X91)",no.,9,7,16,9,7,16,1,X91,"Assault by hanging, strangulation and suffocation",FALSE,FALSE,1,1,1
Assault by drowning and submersion (X92),no.,1,1,2,1,2,3,1.5,X92,Assault by drowning and submersion,FALSE,FALSE,1.5,1,2
Assault by handgun discharge (X93),no.,4,3,7,4,3,7,1,X93,Assault by handgun discharge,FALSE,FALSE,1,1,1
"Assault by rifle, shotgun and larger firearm discharge (X94)",no.,4,4,8,4,4,8,1,X94,"Assault by rifle, shotgun and larger firearm discharge",FALSE,FALSE,1,1,1
Assault by other and unspecified firearm discharge (X95),no.,10,0,10,10,0,10,1,X95,Assault by other and unspecified firearm discharge,FALSE,FALSE,1,1,NA
Assault by explosive material (X96),no.,0,0,0,0,0,0,—,X96,Assault by explosive material,FALSE,FALSE,NA,NA,NA
"Assault by smoke, fire and flames (X97)",no.,5,2,7,5,3,8,1.1000000000000001,X97,"Assault by smoke, fire and flames",FALSE,FALSE,1.1428571428571428,1,1.5
"Assault by steam, hot vapours and hot objects (X98)",no.,0,0,0,0,1,1,—,X98,"Assault by steam, hot vapours and hot objects",FALSE,FALSE,NA,NA,NA
Assault by sharp object (X99),no.,65,32,97,66,34,100,1,X99,Assault by sharp object,FALSE,FALSE,1.0309278350515463,1.0153846153846153,1.0625
Assault by blunt object (Y00),no.,7,6,13,10,6,16,1.2,Y00,Assault by blunt object,FALSE,FALSE,1.2307692307692308,1.4285714285714286,1
Assault by pushing from high place (Y01),no.,1,0,1,1,0,1,1,Y01,Assault by pushing from high place,FALSE,FALSE,1,1,NA
Assault by pushing or placing victim before moving object (Y02),no.,0,0,0,0,0,0,—,Y02,Assault by pushing or placing victim before moving object,FALSE,FALSE,NA,NA,NA
Assault by crashing of motor vehicle (Y03),no.,4,4,8,4,5,9,1.1000000000000001,Y03,Assault by crashing of motor vehicle,FALSE,FALSE,1.125,1,1.25
Assault by bodily force (Y04),no.,36,23,59,38,24,62,1.1000000000000001,Y04,Assault by bodily force,FALSE,FALSE,1.0508474576271187,1.0555555555555556,1.0434782608695652
Sexual assault by bodily force (Y05),no.,1,0,1,2,3,5,5,Y05,Sexual assault by bodily force,FALSE,FALSE,5,2,NA
Neglect and abandonment (Y06),no.,0,0,0,0,1,1,—,Y06,Neglect and abandonment,FALSE,FALSE,NA,NA,NA
Other maltreatment (Y07),no.,0,0,0,169,102,271,—,Y07,Other maltreatment,FALSE,FALSE,NA,NA,NA
Assault by other specified means (Y08),no.,0,0,0,0,0,0,—,Y08,Assault by other specified means,FALSE,FALSE,NA,NA,NA
Assault by unspecified means (Y09),no.,18,18,36,20,18,38,1.1000000000000001,Y09,Assault by unspecified means,FALSE,FALSE,1.0555555555555556,1.1111111111111112,1
Event of undetermined intent (Y10-Y34),no.,242,88,330,255,95,350,1.1000000000000001,Y10-Y34,Event of undetermined intent,FALSE,FALSE,1.0606060606060606,1.0537190082644627,1.0795454545454546
"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent (Y10)",no.,1,2,3,1,2,3,1,Y10,"Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent",FALSE,FALSE,1,1,1
