cause_icd10,unit,mc_count_male,mc_count_female,mc_count_persons,mc_asr_male,mc_asr_female,mc_asr_persons,icd10_code,cause_name,is_chapter,is_total
Confined to or trapped in a low-oxygen environment (W81),no.,3,1,4,NA,NA,NA,W81,Confined to or trapped in a low-oxygen environment,FALSE,FALSE
Other specified threats to breathing (W83),no.,3,5,8,NA,NA,NA,W83,Other specified threats to breathing,FALSE,FALSE
Unspecified threat to breathing (W84),no.,0,0,0,NA,NA,NA,W84,Unspecified threat to breathing,FALSE,FALSE
"Exposure to electric current, radiation and extreme ambient air temperature and pressure (W85-W99)",no.,11,1,12,NA,NA,NA,W85-W99,"Exposure to electric current, radiation and extreme ambient air temperature and pressure",FALSE,FALSE
Exposure to electric transmission lines (W85),no.,3,0,3,NA,NA,NA,W85,Exposure to electric transmission lines,FALSE,FALSE
Exposure to other specified electric current (W86),no.,4,1,5,NA,NA,NA,W86,Exposure to other specified electric current,FALSE,FALSE
Exposure to unspecified electric current (W87),no.,4,0,4,NA,NA,NA,W87,Exposure to unspecified electric current,FALSE,FALSE
Exposure to ionizing radiation (W88),no.,0,0,0,NA,NA,NA,W88,Exposure to ionizing radiation,FALSE,FALSE
Exposure to man-made visible and ultraviolet light (W89),no.,0,0,0,NA,NA,NA,W89,Exposure to man-made visible and ultraviolet light,FALSE,FALSE
Exposure to other nonionizing radiation (W90),no.,0,0,0,NA,NA,NA,W90,Exposure to other nonionizing radiation,FALSE,FALSE
Exposure to unspecified type of radiation (W91),no.,0,0,0,NA,NA,NA,W91,Exposure to unspecified type of radiation,FALSE,FALSE
Exposure to excessive heat of man-made origin (W92),no.,0,0,0,NA,NA,NA,W92,Exposure to excessive heat of man-made origin,FALSE,FALSE
Exposure to excessive cold of man-made origin (W93),no.,0,0,0,NA,NA,NA,W93,Exposure to excessive cold of man-made origin,FALSE,FALSE
Exposure to high and low air pressure and changes in air pressure (W94),no.,0,0,0,NA,NA,NA,W94,Exposure to high and low air pressure and changes in air pressure,FALSE,FALSE
Exposure to other and unspecified man-made environmental factors (W99),no.,0,0,0,NA,NA,NA,W99,Exposure to other and unspecified man-made environmental factors,FALSE,FALSE
"Exposure to smoke, fire and flames (X00-X09)",no.,53,26,79,0.4,0.2,0.3,X00-X09,"Exposure to smoke, fire and flames",FALSE,FALSE
Exposure to uncontrolled fire in building or structure (X00),no.,43,16,59,0.3,NA,0.2,X00,Exposure to uncontrolled fire in building or structure,FALSE,FALSE
"Exposure to uncontrolled fire, not in building or structure (X01)",no.,2,1,3,NA,NA,NA,X01,"Exposure to uncontrolled fire, not in building or structure",FALSE,FALSE
Exposure to controlled fire in building or structure (X02),no.,1,1,2,NA,NA,NA,X02,Exposure to controlled fire in building or structure,FALSE,FALSE
"Exposure to controlled fire, not in building or structure (X03)",no.,0,0,0,NA,NA,NA,X03,"Exposure to controlled fire, not in building or structure",FALSE,FALSE
Exposure to ignition of highly flammable material (X04),no.,1,1,2,NA,NA,NA,X04,Exposure to ignition of highly flammable material,FALSE,FALSE
Exposure to ignition or melting of nightwear (X05),no.,0,0,0,NA,NA,NA,X05,Exposure to ignition or melting of nightwear,FALSE,FALSE
Exposure to ignition or melting of other clothing and apparel (X06),no.,0,2,2,NA,NA,NA,X06,Exposure to ignition or melting of other clothing and apparel,FALSE,FALSE
"Exposure to other specified smoke, fire and flames (X08)",no.,0,0,0,NA,NA,NA,X08,"Exposure to other specified smoke, fire and flames",FALSE,FALSE
"Exposure to unspecified smoke, fire and flames (X09)",no.,6,5,11,NA,NA,NA,X09,"Exposure to unspecified smoke, fire and flames",FALSE,FALSE
Contact with heat and hot substances (X10-X19),no.,9,1,10,NA,NA,NA,X10-X19,Contact with heat and hot substances,FALSE,FALSE
"Contact with hot drinks, food, fats and cooking oils (X10)",no.,0,0,0,NA,NA,NA,X10,"Contact with hot drinks, food, fats and cooking oils",FALSE,FALSE
Contact with hot tap-water (X11),no.,5,1,6,NA,NA,NA,X11,Contact with hot tap-water,FALSE,FALSE
Contact with other hot fluids (X12),no.,0,0,0,NA,NA,NA,X12,Contact with other hot fluids,FALSE,FALSE
Contact with steam and hot vapours (X13),no.,0,0,0,NA,NA,NA,X13,Contact with steam and hot vapours,FALSE,FALSE
Contact with hot air and gases (X14),no.,0,0,0,NA,NA,NA,X14,Contact with hot air and gases,FALSE,FALSE
Contact with hot household appliances (X15),no.,0,0,0,NA,NA,NA,X15,Contact with hot household appliances,FALSE,FALSE
"Contact with hot heating appliances, radiators and pipes (X16)",no.,0,0,0,NA,NA,NA,X16,"Contact with hot heating appliances, radiators and pipes",FALSE,FALSE
"Contact with hot engines, machinery and tools (X17)",no.,0,0,0,NA,NA,NA,X17,"Contact with hot engines, machinery and tools",FALSE,FALSE
Contact with other hot metals (X18),no.,0,0,0,NA,NA,NA,X18,Contact with other hot metals,FALSE,FALSE
Contact with other and unspecified heat and hot substances (X19),no.,4,0,4,NA,NA,NA,X19,Contact with other and unspecified heat and hot substances,FALSE,FALSE
Contact with venomous animals and plants (X20-X29),no.,5,5,10,NA,NA,NA,X20-X29,Contact with venomous animals and plants,FALSE,FALSE
Contact with venomous snakes and lizards (X20),no.,3,2,5,NA,NA,NA,X20,Contact with venomous snakes and lizards,FALSE,FALSE
Contact with venomous spiders (X21),no.,0,0,0,NA,NA,NA,X21,Contact with venomous spiders,FALSE,FALSE
Contact with scorpions (X22),no.,0,0,0,NA,NA,NA,X22,Contact with scorpions,FALSE,FALSE
"Contact with hornets, wasps and bees (X23)",no.,2,1,3,NA,NA,NA,X23,"Contact with hornets, wasps and bees",FALSE,FALSE
Contact with centipedes and venomous millipedes (tropical) (X24),no.,0,0,0,NA,NA,NA,X24,Contact with centipedes and venomous millipedes,FALSE,FALSE
Contact with other specified venomous arthropods (X25),no.,0,2,2,NA,NA,NA,X25,Contact with other specified venomous arthropods,FALSE,FALSE
Contact with venomous marine animals and plants (X26),no.,0,0,0,NA,NA,NA,X26,Contact with venomous marine animals and plants,FALSE,FALSE
Contact with other specified venomous animals (X27),no.,0,0,0,NA,NA,NA,X27,Contact with other specified venomous animals,FALSE,FALSE
Contact with other specified venomous plants (X28),no.,0,0,0,NA,NA,NA,X28,Contact with other specified venomous plants,FALSE,FALSE
Contact with unspecified venomous animal or plant (X29),no.,0,0,0,NA,NA,NA,X29,Contact with unspecified venomous animal or plant,FALSE,FALSE
Exposure to forces of nature (X30-X39),no.,55,25,80,0.4,0.2,0.2,X30-X39,Exposure to forces of nature,FALSE,FALSE
Exposure to excessive natural heat (X30),no.,22,11,33,0.2,NA,0.1,X30,Exposure to excessive natural heat,FALSE,FALSE
Exposure to excessive natural cold (X31),no.,25,9,34,0.2,NA,0.1,X31,Exposure to excessive natural cold,FALSE,FALSE
Exposure to sunlight (X32),no.,0,0,0,NA,NA,NA,X32,Exposure to sunlight,FALSE,FALSE
Victim of lightning (X33),no.,0,1,1,NA,NA,NA,X33,Victim of lightning,FALSE,FALSE
Victim of earthquake (X34),no.,0,0,0,NA,NA,NA,X34,Victim of earthquake,FALSE,FALSE
Victim of volcanic eruption (X35),no.,0,0,0,NA,NA,NA,X35,Victim of volcanic eruption,FALSE,FALSE
"Victim of avalanche, landslide and other earth movements (X36)",no.,1,1,2,NA,NA,NA,X36,"Victim of avalanche, landslide and other earth movements",FALSE,FALSE
Victim of cataclysmic storm (X37),no.,4,4,8,NA,NA,NA,X37,Victim of cataclysmic storm,FALSE,FALSE
Victim of flood (X38),no.,1,1,2,NA,NA,NA,X38,Victim of flood,FALSE,FALSE
Exposure to other and unspecified forces of nature (X39),no.,2,0,2,NA,NA,NA,X39,Exposure to other and unspecified forces of nature,FALSE,FALSE
Accidental poisoning by and exposure to noxious substances (X40-X49),no.,1146,468,1614,8.6,3.4,6,X40-X49,Accidental poisoning by and exposure to noxious substances,FALSE,FALSE
"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics (X40)",no.,8,7,15,NA,NA,NA,X40,"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",FALSE,FALSE
"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified (X41)",no.,264,101,365,2,0.7,1.4,X41,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",FALSE,FALSE
"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified (X42)",no.,203,49,252,1.5,0.4,0.9,X42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE,FALSE
Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system (X43),no.,1,2,3,NA,NA,NA,X43,Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system,FALSE,FALSE
"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances (X44)",no.,558,260,818,4.2,1.9,3.1,X44,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE,FALSE
Accidental poisoning by and exposure to alcohol (X45),no.,210,90,300,1.6,0.7,1.1,X45,Accidental poisoning by and exposure to alcohol,FALSE,FALSE
Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours (X46),no.,2,0,2,NA,NA,NA,X46,Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,FALSE,FALSE
Accidental poisoning by and exposure to other gases and vapours (X47),no.,8,2,10,NA,NA,NA,X47,Accidental poisoning by and exposure to other gases and vapours,FALSE,FALSE
Accidental poisoning by and exposure to pesticides (X48),no.,0,0,0,NA,NA,NA,X48,Accidental poisoning by and exposure to pesticides,FALSE,FALSE
Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances (X49),no.,1,3,4,NA,NA,NA,X49,Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,FALSE,FALSE
"Overexertion, travel and privation (X50-X57)",no.,7,1,8,NA,NA,NA,X50-X57,"Overexertion, travel and privation",FALSE,FALSE
Overexertion and strenuous or repetitive movements (X50),no.,5,1,6,NA,NA,NA,X50,Overexertion and strenuous or repetitive movements,FALSE,FALSE
Travel and motion (X51),no.,0,0,0,NA,NA,NA,X51,Travel and motion,FALSE,FALSE
Prolonged stay in weightless environment (X52),no.,0,0,0,NA,NA,NA,X52,Prolonged stay in weightless environment,FALSE,FALSE
Lack of food (X53),no.,2,0,2,NA,NA,NA,X53,Lack of food,FALSE,FALSE
Lack of water (X54),no.,0,0,0,NA,NA,NA,X54,Lack of water,FALSE,FALSE
Unspecified privation (X57),no.,0,0,0,NA,NA,NA,X57,Unspecified privation,FALSE,FALSE
Accidental exposure to other and unspecified factors (X58-X59),no.,1050,1234,2284,6.2,5.4,5.8,X58-X59,Accidental exposure to other and unspecified factors,FALSE,FALSE
Exposure to other specified factors (X58),no.,2,2,4,NA,NA,NA,X58,Exposure to other specified factors,FALSE,FALSE
Exposure to unspecified factor (X59),no.,1048,1232,2280,6.2,5.4,5.8,X59,Exposure to unspecified factor,FALSE,FALSE
Other external causes of mortality (X60-Y36),no.,2961,974,3935,21.4,6.8,14,X60-Y36,Other external causes of mortality,FALSE,FALSE
Intentional self-harm (X60-X84),no.,2527,779,3306,18.3,5.5,11.8,X60-X84,Intentional self-harm,FALSE,FALSE
"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics (X60)",no.,10,4,14,NA,NA,NA,X60,"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",FALSE,FALSE
"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified (X61)",no.,49,45,94,0.3,0.3,0.3,X61,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",FALSE,FALSE
"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified (X62)",no.,27,10,37,0.2,NA,0.1,X62,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE,FALSE
Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system (X63),no.,2,4,6,NA,NA,NA,X63,Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system,FALSE,FALSE
"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances (X64)",no.,138,145,283,1,1,1,X64,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE,FALSE
Intentional self-poisoning by and exposure to alcohol (X65),no.,39,43,82,0.3,0.3,0.3,X65,Intentional self-poisoning by and exposure to alcohol,FALSE,FALSE
Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours (X66),no.,4,0,4,NA,NA,NA,X66,Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,FALSE,FALSE
Intentional self-poisoning by and exposure to other gases and vapours (X67),no.,155,24,179,1.1,0.2,0.6,X67,Intentional self-poisoning by and exposure to other gases and vapours,FALSE,FALSE
Intentional self-poisoning by and exposure to pesticides (X68),no.,11,4,15,NA,NA,NA,X68,Intentional self-poisoning by and exposure to pesticides,FALSE,FALSE
Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances (X69),no.,11,3,14,NA,NA,NA,X69,Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances,FALSE,FALSE
"Intentional self-harm by hanging, strangulation and suffocation (X70)",no.,1540,397,1937,11.4,2.9,7.1,X70,"Intentional self-harm by hanging, strangulation and suffocation",FALSE,FALSE
Intentional self-harm by drowning and submersion (X71),no.,37,26,63,0.3,0.2,0.2,X71,Intentional self-harm by drowning and submersion,FALSE,FALSE
Intentional self-harm by handgun discharge (X72),no.,19,2,21,NA,NA,0.1,X72,Intentional self-harm by handgun discharge,FALSE,FALSE
"Intentional self-harm by rifle, shotgun and larger firearm discharge (X73)",no.,112,2,114,0.7,NA,0.4,X73,"Intentional self-harm by rifle, shotgun and larger firearm discharge",FALSE,FALSE
Intentional self-harm by other and unspecified firearm discharge (X74),no.,28,0,28,0.2,NA,0.1,X74,Intentional self-harm by other and unspecified firearm discharge,FALSE,FALSE
Intentional self-harm by explosive material (X75),no.,5,0,5,NA,NA,NA,X75,Intentional self-harm by explosive material,FALSE,FALSE
"Intentional self-harm by smoke, fire and flames (X76)",no.,33,9,42,0.2,NA,0.1,X76,"Intentional self-harm by smoke, fire and flames",FALSE,FALSE
"Intentional self-harm by steam, hot vapours and hot objects (X77)",no.,0,0,0,NA,NA,NA,X77,"Intentional self-harm by steam, hot vapours and hot objects",FALSE,FALSE
Intentional self-harm by sharp object (X78),no.,109,23,132,0.8,0.1,0.5,X78,Intentional self-harm by sharp object,FALSE,FALSE
Intentional self-harm by blunt object (X79),no.,0,0,0,NA,NA,NA,X79,Intentional self-harm by blunt object,FALSE,FALSE
Intentional self-harm by jumping from a high place (X80),no.,140,39,179,1,0.3,0.6,X80,Intentional self-harm by jumping from a high place,FALSE,FALSE
Intentional self-harm by jumping or lying before moving object (X81),no.,68,23,91,0.5,0.2,0.3,X81,Intentional self-harm by jumping or lying before moving object,FALSE,FALSE
Intentional self-harm by crashing of motor vehicle (X82),no.,44,8,52,0.3,NA,0.2,X82,Intentional self-harm by crashing of motor vehicle,FALSE,FALSE
