cause_icd10,unit,reported_alone,with_1_other,with_2_other,with_3_other,with_4_other,with_5_plus,icd10_code,cause_name,is_chapter,is_total
"Exposure to uncontrolled fire, not in building or structure (X01)",no.,0,1,1,0,0,2.5,X01,"Exposure to uncontrolled fire, not in building or structure",FALSE,FALSE
Exposure to controlled fire in building or structure (X02),no.,0,2,0,0,0,2,X02,Exposure to controlled fire in building or structure,FALSE,FALSE
"Exposure to controlled fire, not in building or structure (X03)",no.,0,0,0,0,0,NA,X03,"Exposure to controlled fire, not in building or structure",FALSE,FALSE
Exposure to ignition of highly flammable material (X04),no.,0,1,1,0,0,2.5,X04,Exposure to ignition of highly flammable material,FALSE,FALSE
Exposure to ignition or melting of nightwear (X05),no.,0,0,0,0,0,NA,X05,Exposure to ignition or melting of nightwear,FALSE,FALSE
Exposure to ignition or melting of other clothing and apparel (X06),no.,0,1,0,0,1,6,X06,Exposure to ignition or melting of other clothing and apparel,FALSE,FALSE
"Exposure to other specified smoke, fire and flames (X08)",no.,0,0,0,0,0,NA,X08,"Exposure to other specified smoke, fire and flames",FALSE,FALSE
"Exposure to unspecified smoke, fire and flames (X09)",no.,0,1,1,1,3,5.3,X09,"Exposure to unspecified smoke, fire and flames",FALSE,FALSE
Contact with heat and hot substances (X10-X19),no.,0,2,0,1,4,5.6,X10-X19,Contact with heat and hot substances,FALSE,FALSE
"Contact with hot drinks, food, fats and cooking oils (X10)",no.,0,0,0,0,0,NA,X10,"Contact with hot drinks, food, fats and cooking oils",FALSE,FALSE
Contact with hot tap-water (X11),no.,0,1,0,1,3,6.4,X11,Contact with hot tap-water,FALSE,FALSE
Contact with other hot fluids (X12),no.,0,0,0,0,0,NA,X12,Contact with other hot fluids,FALSE,FALSE
Contact with steam and hot vapours (X13),no.,0,0,0,0,0,NA,X13,Contact with steam and hot vapours,FALSE,FALSE
Contact with hot air and gases (X14),no.,0,0,0,0,0,NA,X14,Contact with hot air and gases,FALSE,FALSE
Contact with hot household appliances (X15),no.,0,0,0,0,0,NA,X15,Contact with hot household appliances,FALSE,FALSE
"Contact with hot heating appliances, radiators and pipes (X16)",no.,0,0,0,0,0,NA,X16,"Contact with hot heating appliances, radiators and pipes",FALSE,FALSE
"Contact with hot engines, machinery and tools (X17)",no.,0,0,0,0,0,NA,X17,"Contact with hot engines, machinery and tools",FALSE,FALSE
Contact with other hot metals (X18),no.,0,0,0,0,0,NA,X18,Contact with other hot metals,FALSE,FALSE
Contact with other and unspecified heat and hot substances (X19),no.,0,1,0,0,1,3.5,X19,Contact with other and unspecified heat and hot substances,FALSE,FALSE
Contact with venomous animals and plants (X20-X29),no.,0,1,5,2,2,3.6,X20-X29,Contact with venomous animals and plants,FALSE,FALSE
Contact with venomous snakes and lizards (X20),no.,0,1,1,1,2,4,X20,Contact with venomous snakes and lizards,FALSE,FALSE
Contact with venomous spiders (X21),no.,0,0,0,0,0,NA,X21,Contact with venomous spiders,FALSE,FALSE
Contact with scorpions (X22),no.,0,0,0,0,0,NA,X22,Contact with scorpions,FALSE,FALSE
"Contact with hornets, wasps and bees (X23)",no.,0,0,2,1,0,3.3,X23,"Contact with hornets, wasps and bees",FALSE,FALSE
Contact with centipedes and venomous millipedes (tropical) (X24),no.,0,0,0,0,0,NA,X24,Contact with centipedes and venomous millipedes,FALSE,FALSE
Contact with other specified venomous arthropods (X25),no.,0,0,2,0,0,3,X25,Contact with other specified venomous arthropods,FALSE,FALSE
Contact with venomous marine animals and plants (X26),no.,0,0,0,0,0,NA,X26,Contact with venomous marine animals and plants,FALSE,FALSE
Contact with other specified venomous animals (X27),no.,0,0,0,0,0,NA,X27,Contact with other specified venomous animals,FALSE,FALSE
Contact with other specified venomous plants (X28),no.,0,0,0,0,0,NA,X28,Contact with other specified venomous plants,FALSE,FALSE
Contact with unspecified venomous animal or plant (X29),no.,0,0,0,0,0,NA,X29,Contact with unspecified venomous animal or plant,FALSE,FALSE
Exposure to forces of nature (X30-X39),no.,0,8,10,9,32,4.9,X30-X39,Exposure to forces of nature,FALSE,FALSE
Exposure to excessive natural heat (X30),no.,0,6,4,3,11,4.6,X30,Exposure to excessive natural heat,FALSE,FALSE
Exposure to excessive natural cold (X31),no.,0,2,1,4,18,5.4,X31,Exposure to excessive natural cold,FALSE,FALSE
Exposure to sunlight (X32),no.,0,0,0,0,0,NA,X32,Exposure to sunlight,FALSE,FALSE
Victim of lightning (X33),no.,0,0,0,1,0,4,X33,Victim of lightning,FALSE,FALSE
Victim of earthquake (X34),no.,0,0,0,0,0,NA,X34,Victim of earthquake,FALSE,FALSE
Victim of volcanic eruption (X35),no.,0,0,0,0,0,NA,X35,Victim of volcanic eruption,FALSE,FALSE
"Victim of avalanche, landslide and other earth movements (X36)",no.,0,0,0,0,2,7.5,X36,"Victim of avalanche, landslide and other earth movements",FALSE,FALSE
Victim of cataclysmic storm (X37),no.,0,0,3,1,0,3.3,X37,Victim of cataclysmic storm,FALSE,FALSE
Victim of flood (X38),no.,0,0,1,0,0,3,X38,Victim of flood,FALSE,FALSE
Exposure to other and unspecified forces of nature (X39),no.,0,0,1,0,1,4.5,X39,Exposure to other and unspecified forces of nature,FALSE,FALSE
Accidental poisoning by and exposure to noxious substances (X40-X49),no.,0,110,112,126,1186,7.8,X40-X49,Accidental poisoning by and exposure to noxious substances,FALSE,FALSE
"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics (X40)",no.,0,0,0,2,9,7.4,X40,"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",FALSE,FALSE
"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified (X41)",no.,0,27,33,33,237,6.6,X41,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",FALSE,FALSE
"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified (X42)",no.,0,30,21,25,163,6.6,X42,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE,FALSE
Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system (X43),no.,0,1,0,0,1,3.5,X43,Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system,FALSE,FALSE
"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances (X44)",no.,0,38,38,43,676,9.1,X44,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE,FALSE
Accidental poisoning by and exposure to alcohol (X45),no.,0,13,18,21,90,6.1,X45,Accidental poisoning by and exposure to alcohol,FALSE,FALSE
Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours (X46),no.,0,0,0,1,1,5,X46,Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,FALSE,FALSE
Accidental poisoning by and exposure to other gases and vapours (X47),no.,0,1,1,1,7,5.3,X47,Accidental poisoning by and exposure to other gases and vapours,FALSE,FALSE
Accidental poisoning by and exposure to pesticides (X48),no.,0,0,0,0,0,NA,X48,Accidental poisoning by and exposure to pesticides,FALSE,FALSE
Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances (X49),no.,0,0,1,0,2,6.3,X49,Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,FALSE,FALSE
"Overexertion, travel and privation (X50-X57)",no.,0,0,0,0,2,7,X50-X57,"Overexertion, travel and privation",FALSE,FALSE
Overexertion and strenuous or repetitive movements (X50),no.,0,0,0,0,1,8,X50,Overexertion and strenuous or repetitive movements,FALSE,FALSE
Travel and motion (X51),no.,0,0,0,0,0,NA,X51,Travel and motion,FALSE,FALSE
Prolonged stay in weightless environment (X52),no.,0,0,0,0,0,NA,X52,Prolonged stay in weightless environment,FALSE,FALSE
Lack of food (X53),no.,0,0,0,0,1,6,X53,Lack of food,FALSE,FALSE
Lack of water (X54),no.,0,0,0,0,0,NA,X54,Lack of water,FALSE,FALSE
Unspecified privation (X57),no.,0,0,0,0,0,NA,X57,Unspecified privation,FALSE,FALSE
Accidental exposure to other and unspecified factors (X58-X59),no.,0,84,168,224,684,5.2,X58-X59,Accidental exposure to other and unspecified factors,FALSE,FALSE
Exposure to other specified factors (X58),no.,0,1,1,2,0,3.3,X58,Exposure to other specified factors,FALSE,FALSE
Exposure to unspecified factor (X59),no.,0,83,167,222,684,5.2,X59,Exposure to unspecified factor,FALSE,FALSE
Other external causes of mortality (X60-Y36),no.,0,721,374,335,2486,6.3,X60-Y36,Other external causes of mortality,FALSE,FALSE
Intentional self-harm (X60-X84),no.,0,573,222,265,2245,6.6,X60-X84,Intentional self-harm,FALSE,FALSE
"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics (X60)",no.,0,2,1,0,8,6.7,X60,"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",FALSE,FALSE
"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified (X61)",no.,0,13,2,7,62,7.3,X61,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",FALSE,FALSE
"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified (X62)",no.,0,3,2,5,23,7.7,X62,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",FALSE,FALSE
Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system (X63),no.,0,0,0,0,6,8.8,X63,Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system,FALSE,FALSE
"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances (X64)",no.,0,16,20,7,225,9.8,X64,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",FALSE,FALSE
Intentional self-poisoning by and exposure to alcohol (X65),no.,0,0,0,0,9,8.6,X65,Intentional self-poisoning by and exposure to alcohol,FALSE,FALSE
Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours (X66),no.,0,0,3,0,1,4.8,X66,Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,FALSE,FALSE
Intentional self-poisoning by and exposure to other gases and vapours (X67),no.,0,16,7,8,79,6.5,X67,Intentional self-poisoning by and exposure to other gases and vapours,FALSE,FALSE
Intentional self-poisoning by and exposure to pesticides (X68),no.,0,1,3,2,9,6.2,X68,Intentional self-poisoning by and exposure to pesticides,FALSE,FALSE
Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances (X69),no.,0,3,0,3,7,5.8,X69,Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances,FALSE,FALSE
"Intentional self-harm by hanging, strangulation and suffocation (X70)",no.,0,322,100,151,1357,6.5,X70,"Intentional self-harm by hanging, strangulation and suffocation",FALSE,FALSE
Intentional self-harm by drowning and submersion (X71),no.,0,13,5,5,33,6,X71,Intentional self-harm by drowning and submersion,FALSE,FALSE
Intentional self-harm by handgun discharge (X72),no.,0,3,3,1,14,5.7,X72,Intentional self-harm by handgun discharge,FALSE,FALSE
"Intentional self-harm by rifle, shotgun and larger firearm discharge (X73)",no.,0,9,9,16,80,6.5,X73,"Intentional self-harm by rifle, shotgun and larger firearm discharge",FALSE,FALSE
Intentional self-harm by other and unspecified firearm discharge (X74),no.,0,11,11,2,3,3,X74,Intentional self-harm by other and unspecified firearm discharge,FALSE,FALSE
Intentional self-harm by explosive material (X75),no.,0,0,0,0,5,7.6,X75,Intentional self-harm by explosive material,FALSE,FALSE
"Intentional self-harm by smoke, fire and flames (X76)",no.,0,4,4,4,30,6.6,X76,"Intentional self-harm by smoke, fire and flames",FALSE,FALSE
"Intentional self-harm by steam, hot vapours and hot objects (X77)",no.,0,0,0,0,0,NA,X77,"Intentional self-harm by steam, hot vapours and hot objects",FALSE,FALSE
Intentional self-harm by sharp object (X78),no.,0,10,13,11,92,6.9,X78,Intentional self-harm by sharp object,FALSE,FALSE
Intentional self-harm by blunt object (X79),no.,0,0,0,0,0,NA,X79,Intentional self-harm by blunt object,FALSE,FALSE
Intentional self-harm by jumping from a high place (X80),no.,0,32,16,22,107,5.7,X80,Intentional self-harm by jumping from a high place,FALSE,FALSE
Intentional self-harm by jumping or lying before moving object (X81),no.,0,13,12,17,49,5.8,X81,Intentional self-harm by jumping or lying before moving object,FALSE,FALSE
Intentional self-harm by crashing of motor vehicle (X82),no.,0,7,8,3,33,6.1,X82,Intentional self-harm by crashing of motor vehicle,FALSE,FALSE
Intentional self-harm by other specified means (X83),no.,0,2,1,0,6,6.7,X83,Intentional self-harm by other specified means,FALSE,FALSE
Intentional self-harm by unspecified means (X84),no.,0,93,2,1,7,2.5,X84,Intentional self-harm by unspecified means,FALSE,FALSE
Assault (X85-Y09),no.,0,0,117,51,99,4.7,X85-Y09,Assault,FALSE,FALSE
"Assault by drugs, medicaments and biological substances (X85)",no.,0,0,0,0,1,5,X85,"Assault by drugs, medicaments and biological substances",FALSE,FALSE
Assault by corrosive substance (X86),no.,0,0,0,0,0,NA,X86,Assault by corrosive substance,FALSE,FALSE
Assault by pesticides (X87),no.,0,0,0,0,0,NA,X87,Assault by pesticides,FALSE,FALSE
Assault by gases and vapours (X88),no.,0,0,1,0,0,3,X88,Assault by gases and vapours,FALSE,FALSE
Assault by other specified chemicals and noxious substances (X89),no.,0,0,0,0,0,NA,X89,Assault by other specified chemicals and noxious substances,FALSE,FALSE
Assault by unspecified chemical or noxious substance (X90),no.,0,0,0,0,0,NA,X90,Assault by unspecified chemical or noxious substance,FALSE,FALSE
"Assault by hanging, strangulation and suffocation (X91)",no.,0,0,2,3,11,5.7,X91,"Assault by hanging, strangulation and suffocation",FALSE,FALSE
Assault by drowning and submersion (X92),no.,0,0,2,0,0,3,X92,Assault by drowning and submersion,FALSE,FALSE
Assault by handgun discharge (X93),no.,0,0,2,3,2,4.4,X93,Assault by handgun discharge,FALSE,FALSE
"Assault by rifle, shotgun and larger firearm discharge (X94)",no.,0,0,5,1,2,3.9,X94,"Assault by rifle, shotgun and larger firearm discharge",FALSE,FALSE
Assault by other and unspecified firearm discharge (X95),no.,0,0,4,3,3,4.3,X95,Assault by other and unspecified firearm discharge,FALSE,FALSE
Assault by explosive material (X96),no.,0,0,0,0,0,NA,X96,Assault by explosive material,FALSE,FALSE
"Assault by smoke, fire and flames (X97)",no.,0,0,5,0,2,4.1,X97,"Assault by smoke, fire and flames",FALSE,FALSE
"Assault by steam, hot vapours and hot objects (X98)",no.,0,0,0,0,0,NA,X98,"Assault by steam, hot vapours and hot objects",FALSE,FALSE
Assault by sharp object (X99),no.,0,0,46,25,26,4.1,X99,Assault by sharp object,FALSE,FALSE
Assault by blunt object (Y00),no.,0,0,5,2,6,5.6,Y00,Assault by blunt object,FALSE,FALSE
Assault by pushing from high place (Y01),no.,0,0,1,0,0,3,Y01,Assault by pushing from high place,FALSE,FALSE
